ID_Data;Data;Mes;Nome_Mes;Trimestre;Ano;Eh_Feriado
79;20/03/2026;3;Março;1;2026;Não
80;21/03/2026;3;Março;1;2026;Não
81;22/03/2026;3;Março;1;2026;Não
82;23/03/2026;3;Março;1;2026;Não
83;24/03/2026;3;Março;1;2026;Não
84;25/03/2026;3;Março;1;2026;Não
85;26/03/2026;3;Março;1;2026;Não
86;27/03/2026;3;Março;1;2026;Não
87;28/03/2026;3;Março;1;2026;Não
88;29/03/2026;3;Março;1;2026;Não
89;30/03/2026;3;Março;1;2026;Não
90;31/03/2026;3;Março;1;2026;Não
91;01/04/2026;4;Abril;2;2026;Sim
92;02/04/2026;4;Abril;2;2026;Não
93;03/04/2026;4;Abril;2;2026;Sim
94;04/04/2026;4;Abril;2;2026;Não
95;05/04/2026;4;Abril;2;2026;Não
96;06/04/2026;4;Abril;2;2026;Não
97;07/04/2026;4;Abril;2;2026;Não
98;08/04/2026;4;Abril;2;2026;Não
99;09/04/2026;4;Abril;2;2026;Não
100;10/04/2026;4;Abril;2;2026;Não
101;11/04/2026;4;Abril;2;2026;Não
102;12/04/2026;4;Abril;2;2026;Não
103;13/04/2026;4;Abril;2;2026;Não
104;14/04/2026;4;Abril;2;2026;Não
105;15/04/2026;4;Abril;2;2026;Não
106;16/04/2026;4;Abril;2;2026;Não
107;17/04/2026;4;Abril;2;2026;Não
108;18/04/2026;4;Abril;2;2026;Não
109;19/04/2026;4;Abril;2;2026;Não
110;20/04/2026;4;Abril;2;2026;Não
111;21/04/2026;4;Abril;2;2026;Sim
112;22/04/2026;4;Abril;2;2026;Não
113;23/04/2026;4;Abril;2;2026;Não
114;24/04/2026;4;Abril;2;2026;Não
115;25/04/2026;4;Abril;2;2026;Não
116;26/04/2026;4;Abril;2;2026;Não
117;27/04/2026;4;Abril;2;2026;Não
118;28/04/2026;4;Abril;2;2026;Não
119;29/04/2026;4;Abril;2;2026;Não
120;30/04/2026;4;Abril;2;2026;Não
121;01/05/2026;5;Maio;2;2026;Sim
122;02/05/2026;5;Maio;2;2026;Não
123;03/05/2026;5;Maio;2;2026;Não
124;04/05/2026;5;Maio;2;2026;Não
125;05/05/2026;5;Maio;2;2026;Não
126;06/05/2026;5;Maio;2;2026;Não
127;07/05/2026;5;Maio;2;2026;Não
128;08/05/2026;5;Maio;2;2026;Não
129;09/05/2026;5;Maio;2;2026;Não
130;10/05/2026;5;Maio;2;2026;Não
131;11/05/2026;5;Maio;2;2026;Não
132;12/05/2026;5;Maio;2;2026;Não
133;13/05/2026;5;Maio;2;2026;Não
134;14/05/2026;5;Maio;2;2026;Sim
135;15/05/2026;5;Maio;2;2026;Não
136;16/05/2026;5;Maio;2;2026;Não
137;17/05/2026;5;Maio;2;2026;Não
138;18/05/2026;5;Maio;2;2026;Não
139;19/05/2026;5;Maio;2;2026;Não
140;20/05/2026;5;Maio;2;2026;Não
141;21/05/2026;5;Maio;2;2026;Sim
142;22/05/2026;5;Maio;2;2026;Não
143;23/05/2026;5;Maio;2;2026;Não
144;24/05/2026;5;Maio;2;2026;Não
145;25/05/2026;5;Maio;2;2026;Não
146;26/05/2026;5;Maio;2;2026;Não
147;27/05/2026;5;Maio;2;2026;Não
148;28/05/2026;5;Maio;2;2026;Não
149;29/05/2026;5;Maio;2;2026;Não
150;30/05/2026;5;Maio;2;2026;Não
151;31/05/2026;5;Maio;2;2026;Não
152;01/06/2026;6;Junho;2;2026;Não
153;02/06/2026;6;Junho;2;2026;Não
154;03/06/2026;6;Junho;2;2026;Não
155;04/06/2026;6;Junho;2;2026;Não
156;05/06/2026;6;Junho;2;2026;Não
157;06/06/2026;6;Junho;2;2026;Não
158;07/06/2026;6;Junho;2;2026;Não
159;08/06/2026;6;Junho;2;2026;Não
160;09/06/2026;6;Junho;2;2026;Não
161;10/06/2026;6;Junho;2;2026;Não
162;11/06/2026;6;Junho;2;2026;Sim
163;12/06/2026;6;Junho;2;2026;Não
164;13/06/2026;6;Junho;2;2026;Não
165;14/06/2026;6;Junho;2;2026;Não
166;15/06/2026;6;Junho;2;2026;Não
167;16/06/2026;6;Junho;2;2026;Não
168;17/06/2026;6;Junho;2;2026;Não
169;18/06/2026;6;Junho;2;2026;Não
170;19/06/2026;6;Junho;2;2026;Não
171;20/06/2026;6;Junho;2;2026;Não
172;21/06/2026;6;Junho;2;2026;Não
173;22/06/2026;6;Junho;2;2026;Não
174;23/06/2026;6;Junho;2;2026;Não
175;24/06/2026;6;Junho;2;2026;Sim
176;25/06/2026;6;Junho;2;2026;Não
177;26/06/2026;6;Junho;2;2026;Não
178;27/06/2026;6;Junho;2;2026;Não
179;28/06/2026;6;Junho;2;2026;Não
180;29/06/2026;6;Junho;2;2026;Não
181;30/06/2026;6;Junho;2;2026;Não
182;01/07/2026;7;Julho;3;2026;Não
183;02/07/2026;7;Julho;3;2026;Não
184;03/07/2026;7;Julho;3;2026;Não
185;04/07/2026;7;Julho;3;2026;Não
186;05/07/2026;7;Julho;3;2026;Não
187;06/07/2026;7;Julho;3;2026;Não
188;07/07/2026;7;Julho;3;2026;Não
189;08/07/2026;7;Julho;3;2026;Não
190;09/07/2026;7;Julho;3;2026;Sim
191;10/07/2026;7;Julho;3;2026;Não
192;11/07/2026;7;Julho;3;2026;Não
193;12/07/2026;7;Julho;3;2026;Não
194;13/07/2026;7;Julho;3;2026;Não
195;14/07/2026;7;Julho;3;2026;Não
196;15/07/2026;7;Julho;3;2026;Não
197;16/07/2026;7;Julho;3;2026;Não
198;17/07/2026;7;Julho;3;2026;Não
199;18/07/2026;7;Julho;3;2026;Não
200;19/07/2026;7;Julho;3;2026;Não
201;20/07/2026;7;Julho;3;2026;Não
202;21/07/2026;7;Julho;3;2026;Não
203;22/07/2026;7;Julho;3;2026;Não
204;23/07/2026;7;Julho;3;2026;Não
205;24/07/2026;7;Julho;3;2026;Não
206;25/07/2026;7;Julho;3;2026;Não
207;26/07/2026;7;Julho;3;2026;Não
208;27/07/2026;7;Julho;3;2026;Não
209;28/07/2026;7;Julho;3;2026;Não
210;29/07/2026;7;Julho;3;2026;Não
211;30/07/2026;7;Julho;3;2026;Não
212;31/07/2026;7;Julho;3;2026;Não
213;01/08/2026;8;Agosto;3;2026;Não
214;02/08/2026;8;Agosto;3;2026;Não
215;03/08/2026;8;Agosto;3;2026;Não
216;04/08/2026;8;Agosto;3;2026;Não
217;05/08/2026;8;Agosto;3;2026;Não
218;06/08/2026;8;Agosto;3;2026;Não
219;07/08/2026;8;Agosto;3;2026;Não
220;08/08/2026;8;Agosto;3;2026;Não
221;09/08/2026;8;Agosto;3;2026;Não
222;10/08/2026;8;Agosto;3;2026;Não
223;11/08/2026;8;Agosto;3;2026;Não
224;12/08/2026;8;Agosto;3;2026;Não
225;13/08/2026;8;Agosto;3;2026;Não
226;14/08/2026;8;Agosto;3;2026;Não
227;15/08/2026;8;Agosto;3;2026;Sim
228;16/08/2026;8;Agosto;3;2026;Não
229;17/08/2026;8;Agosto;3;2026;Não
230;18/08/2026;8;Agosto;3;2026;Não
231;19/08/2026;8;Agosto;3;2026;Não
232;20/08/2026;8;Agosto;3;2026;Não
233;21/08/2026;8;Agosto;3;2026;Não
234;22/08/2026;8;Agosto;3;2026;Não
235;23/08/2026;8;Agosto;3;2026;Não
236;24/08/2026;8;Agosto;3;2026;Não
237;25/08/2026;8;Agosto;3;2026;Não
238;26/08/2026;8;Agosto;3;2026;Não
239;27/08/2026;8;Agosto;3;2026;Não
240;28/08/2026;8;Agosto;3;2026;Não
241;29/08/2026;8;Agosto;3;2026;Não
242;30/08/2026;8;Agosto;3;2026;Não
243;31/08/2026;8;Agosto;3;2026;Não
244;01/09/2026;9;Setembro;3;2026;Não
245;02/09/2026;9;Setembro;3;2026;Não
246;03/09/2026;9;Setembro;3;2026;Não
247;04/09/2026;9;Setembro;3;2026;Não
248;05/09/2026;9;Setembro;3;2026;Não
249;06/09/2026;9;Setembro;3;2026;Não
250;07/09/2026;9;Setembro;3;2026;Sim
251;08/09/2026;9;Setembro;3;2026;Não
252;09/09/2026;9;Setembro;3;2026;Não
253;10/09/2026;9;Setembro;3;2026;Não
254;11/09/2026;9;Setembro;3;2026;Não
255;12/09/2026;9;Setembro;3;2026;Não
256;13/09/2026;9;Setembro;3;2026;Não
257;14/09/2026;9;Setembro;3;2026;Não
258;15/09/2026;9;Setembro;3;2026;Não
259;16/09/2026;9;Setembro;3;2026;Não
260;17/09/2026;9;Setembro;3;2026;Não
261;18/09/2026;9;Setembro;3;2026;Não
262;19/09/2026;9;Setembro;3;2026;Não
263;20/09/2026;9;Setembro;3;2026;Não
264;21/09/2026;9;Setembro;3;2026;Não
265;22/09/2026;9;Setembro;3;2026;Não
266;23/09/2026;9;Setembro;3;2026;Não
267;24/09/2026;9;Setembro;3;2026;Não
268;25/09/2026;9;Setembro;3;2026;Não
269;26/09/2026;9;Setembro;3;2026;Não
270;27/09/2026;9;Setembro;3;2026;Não
271;28/09/2026;9;Setembro;3;2026;Não
272;29/09/2026;9;Setembro;3;2026;Não
273;30/09/2026;9;Setembro;3;2026;Não
274;01/10/2026;10;Outubro;4;2026;Não
275;02/10/2026;10;Outubro;4;2026;Sim
276;03/10/2026;10;Outubro;4;2026;Não
277;04/10/2026;10;Outubro;4;2026;Não
278;05/10/2026;10;Outubro;4;2026;Não
279;06/10/2026;10;Outubro;4;2026;Não
280;07/10/2026;10;Outubro;4;2026;Não
281;08/10/2026;10;Outubro;4;2026;Não
282;09/10/2026;10;Outubro;4;2026;Não
283;10/10/2026;10;Outubro;4;2026;Não
284;11/10/2026;10;Outubro;4;2026;Não
285;12/10/2026;10;Outubro;4;2026;Sim
286;13/10/2026;10;Outubro;4;2026;Não
287;14/10/2026;10;Outubro;4;2026;Não
288;15/10/2026;10;Outubro;4;2026;Não
289;16/10/2026;10;Outubro;4;2026;Não
290;17/10/2026;10;Outubro;4;2026;Não
291;18/10/2026;10;Outubro;4;2026;Não
292;19/10/2026;10;Outubro;4;2026;Não
293;20/10/2026;10;Outubro;4;2026;Não
294;21/10/2026;10;Outubro;4;2026;Não
295;22/10/2026;10;Outubro;4;2026;Não
296;23/10/2026;10;Outubro;4;2026;Não
297;24/10/2026;10;Outubro;4;2026;Não
298;25/10/2026;10;Outubro;4;2026;Não
299;26/10/2026;10;Outubro;4;2026;Não
300;27/10/2026;10;Outubro;4;2026;Não
301;28/10/2026;10;Outubro;4;2026;Sim
302;29/10/2026;10;Outubro;4;2026;Não
303;30/10/2026;10;Outubro;4;2026;Não
304;31/10/2026;10;Outubro;4;2026;Não
305;01/11/2026;11;Novembro;4;2026;Sim
306;02/11/2026;11;Novembro;4;2026;Sim
307;03/11/2026;11;Novembro;4;2026;Não
308;04/11/2026;11;Novembro;4;2026;Não
309;05/11/2026;11;Novembro;4;2026;Não
310;06/11/2026;11;Novembro;4;2026;Não
311;07/11/2026;11;Novembro;4;2026;Não
312;08/11/2026;11;Novembro;4;2026;Não
313;09/11/2026;11;Novembro;4;2026;Não
314;10/11/2026;11;Novembro;4;2026;Não
315;11/11/2026;11;Novembro;4;2026;Sim
316;12/11/2026;11;Novembro;4;2026;Não
317;13/11/2026;11;Novembro;4;2026;Não
318;14/11/2026;11;Novembro;4;2026;Não
319;15/11/2026;11;Novembro;4;2026;Sim
320;16/11/2026;11;Novembro;4;2026;Não
321;17/11/2026;11;Novembro;4;2026;Não
322;18/11/2026;11;Novembro;4;2026;Não
323;19/11/2026;11;Novembro;4;2026;Não
324;20/11/2026;11;Novembro;4;2026;Sim
325;21/11/2026;11;Novembro;4;2026;Não
326;22/11/2026;11;Novembro;4;2026;Não
327;23/11/2026;11;Novembro;4;2026;Não
328;24/11/2026;11;Novembro;4;2026;Não
329;25/11/2026;11;Novembro;4;2026;Não
330;26/11/2026;11;Novembro;4;2026;Não
331;27/11/2026;11;Novembro;4;2026;Não
332;28/11/2026;11;Novembro;4;2026;Não
333;29/11/2026;11;Novembro;4;2026;Não
334;30/11/2026;11;Novembro;4;2026;Não
335;01/12/2026;12;Dezembro;4;2026;Não
336;02/12/2026;12;Dezembro;4;2026;Não
337;03/12/2026;12;Dezembro;4;2026;Não
338;04/12/2026;12;Dezembro;4;2026;Não
339;05/12/2026;12;Dezembro;4;2026;Não
340;06/12/2026;12;Dezembro;4;2026;Não
341;07/12/2026;12;Dezembro;4;2026;Não
342;08/12/2026;12;Dezembro;4;2026;Sim
343;09/12/2026;12;Dezembro;4;2026;Não
344;10/12/2026;12;Dezembro;4;2026;Não
345;11/12/2026;12;Dezembro;4;2026;Não
346;12/12/2026;12;Dezembro;4;2026;Não
347;13/12/2026;12;Dezembro;4;2026;Não
348;14/12/2026;12;Dezembro;4;2026;Não
349;15/12/2026;12;Dezembro;4;2026;Não
350;16/12/2026;12;Dezembro;4;2026;Não
351;17/12/2026;12;Dezembro;4;2026;Não
352;18/12/2026;12;Dezembro;4;2026;Não
353;19/12/2026;12;Dezembro;4;2026;Não
354;20/12/2026;12;Dezembro;4;2026;Não
355;21/12/2026;12;Dezembro;4;2026;Não
356;22/12/2026;12;Dezembro;4;2026;Não
357;23/12/2026;12;Dezembro;4;2026;Não
358;24/12/2026;12;Dezembro;4;2026;Não
359;25/12/2026;12;Dezembro;4;2026;Sim
360;26/12/2026;12;Dezembro;4;2026;Não
361;27/12/2026;12;Dezembro;4;2026;Não
362;28/12/2026;12;Dezembro;4;2026;Não
363;29/12/2026;12;Dezembro;4;2026;Não
364;30/12/2026;12;Dezembro;4;2026;Não
365;31/12/2026;12;Dezembro;4;2026;Não
